Country,Country Code,Time,Time Code,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM]
Argentina,ARG,1990,YR1990,..,90.64082336,90.64082336,90.64082336,5.439096615,17983,35.4414663,105714.2,8.922907467,50740,1184750.603
Argentina,ARG,1991,YR1991,..,91.12367249,91.12367249,91.12367249,4.976391318,16321,30.4365664,106435.7,8.748184307,53623,1216660.466
Argentina,ARG,1992,YR1992,..,91.60601807,91.60601807,91.60601807,4.675156782,19486,34.87052844,120302.7,9.471649616,55881,1270134.611
Argentina,ARG,1993,YR1993,..,92.08530426,92.08530426,92.08530426,4.427266975,23974,38.93400026,137451.3,10.12834244,61576,1357095.703
Argentina,ARG,1994,YR1994,..,92.55847168,92.55847168,92.55847168,4.449945204,27481,42.60157812,162457.7,10.73490935,64507,1513358.844
Argentina,ARG,1995,YR1995,..,93.02246094,93.02246094,93.02246094,4.646260302,26949,40.21338506,173807.4,11.20518463,67015,1551133.745
Argentina,ARG,1996,YR1996,..,93.47421265,93.47421265,93.47421265,4.565404382,23275,33.39982206,164464,10.19385559,69686,1613364.037
Argentina,ARG,1997,YR1997,..,93.91067505,93.91067505,93.91067505,4.358095562,28476,39.38698166,188499.1,10.9990734,72298,1713772.544
Argentina,ARG,1998,YR1998,..,94.3287735,94.3287735,94.3287735,4.340047742,26933,36.39004486,202663.7,11.34300914,74012,1786683.741
Argentina,ARG,1999,YR1999,..,94.72546387,94.72546387,94.72546387,4.569068273,21963,27.29441883,184367,10.30617339,80467,1788898.683
Argentina,ARG,2000,YR2000,94.8,95.09920502,95.09920502,95.09920502,4.660004198,29482,33.15937465,199198.9,11.07795513,88910,1798155.866
Argentina,ARG,2001,YR2001,95.21,95.51106347,95.51106347,95.51106347,4.637306386,37695,41.82988404,226780.3,13.04037294,90115,1739062.994
Argentina,ARG,2002,YR2002,95.62,95.79750824,95.79750824,95.79750824,5.058086733,36791,43.56387577,220577.3,13.28797812,84453,1659976.393
Argentina,ARG,2003,YR2003,96.02,96.13420868,96.13420868,96.13420868,4.972667694,34927,37.95175486,222456.7,12.51812857,92030,1777076.332
Argentina,ARG,2004,YR2004,96.28,96.47068024,96.47068024,96.47068024,4.982357018,31687,31.63480258,156487.3,8.348045534,100165,1874538.17
Argentina,ARG,2005,YR2005,96.68,96.81299591,96.81299591,96.81299591,4.60310755,35366,33.52513485,172818.7,8.957601755,105491,1929296.532
Argentina,ARG,2006,YR2006,96.84,97.16722107,97.16722107,97.16722107,4.630748986,39678,37.1276984,210394.8,10.18784108,106869,2065155.889
Argentina,ARG,2007,YR2007,97.02,97.53941345,97.53941345,97.53941345,4.302810279,32055,29.84220081,186410.3,8.887648979,107415,2097408.442
Argentina,ARG,2008,YR2008,97.34,97.93412781,97.93412781,97.93412781,4.352851958,32035,26.3437058,167685.9,7.60968712,121604,2203584.685
Argentina,ARG,2009,YR2009,97.49,98.36336517,98.36336517,98.36336517,4.503318515,35268,28.92740262,179429.3,8.574061175,121919,2092699.088
Argentina,ARG,2010,YR2010,97.63,98.82,98.82,98.82,4.251181956,35807,28.5854562,195456.7,8.961445952,125263,2181084.404
Argentina,ARG,2011,YR2011,97.82,99.21616364,99.21616364,99.21616364,4.10057606,41854,32.30597044,227695.1,10.11684672,129555,2250652.859
Argentina,ARG,2012,YR2012,97.94,99.58441162,99.58441162,99.58441162,4.158853351,39686,29.26113532,225138,9.866701702,135627,2281795.952
Argentina,ARG,2013,YR2013,98.1,99.83712769,99.83712769,99.83712769,4.175141824,43788,31.48449072,232691.4,10.2103229,139171,2278981.794
Argentina,ARG,2014,YR2014,98.16,99.95924377,99.95924377,99.95924377,4.344156368,43620,31.5762042,254377,10.90195793,141260,2333314.819
Argentina,ARG,2015,YR2015,98.29,99.99520874,99.99520874,99.99520874,4.340101621,40791,28.14006912,239470.6,10.04007761,144957,2385146.9
Argentina,ARG,2016,YR2016,98.4,100,100,100,..,..,..,..,..,..,..
Armenia,ARM,1990,YR1990,..,95.78970448,97.68037415,98.59397888,24.37219694,1555,15.00675545,5502.305,2.118944341,10362,259671.993
Armenia,ARM,1991,YR1991,..,96.18639645,97.85359192,98.66918945,29.09418599,1546,16.24632198,5674.111,2.309435803,9516,245692.519
Armenia,ARM,1992,YR1992,..,96.57011192,98.02389526,98.74389648,25.41433453,3044,33.8071968,8205.282,6.677678941,9004,122876.2579
Armenia,ARM,1993,YR1993,..,96.94265163,98.19134521,98.81739807,14.79167683,4293,68.19698173,9984.374,12.93683368,6295,77177.88022
Armenia,ARM,1994,YR1994,..,97.29617247,98.3526001,98.8888092,8.823771098,3514,62.1067515,7819.377,17.76365341,5658,44018.9685
Armenia,ARM,1995,YR1995,..,97.62408189,98.50465393,98.95713043,9.847320092,1919,34.50818198,4359.308,9.274352707,5561,47003.90569
Armenia,ARM,1996,YR1996,..,97.92002338,98.64447021,99.02132416,10.07337073,1572,25.29771484,3670.75,12.47330437,6214,29428.84973
Armenia,ARM,1997,YR1997,..,98.17779839,98.76902771,99.0803833,10.19181254,1390,23.05523304,4099.74,10.12011439,6029,40510.80691
Armenia,ARM,1998,YR1998,..,98.39180728,98.87550354,99.13337708,9.674178935,1537,24.82636085,3778.808,9.380563414,6191,40283.37994
Armenia,ARM,1999,YR1999,..,98.55868406,98.96206665,99.17977905,9.054857915,1200,20.99002974,3298.157,8.358795379,5717,39457.3243
Armenia,ARM,2000,YR2000,81.97,98.6,98.9,99.1,9.395125724,1261,21.16482041,3249.479,7.164263504,5958,45356.7767
Armenia,ARM,2001,YR2001,83.79,100,100,99.25531006,8.537894311,968,16.84943429,2486.205,5.419112661,5745,45878.45198
Armenia,ARM,2002,YR2002,85.48,95.68155465,98,99.28817749,7.056697863,1658,30.04167422,4106.004,8.899366755,5519,46138.15919
Armenia,ARM,2003,YR2003,86.88,98.83748803,99.14831543,99.32126617,6.533606886,1982,36.02981276,5263.614,9.811614683,5501,53646.76631
Armenia,ARM,2004,YR2004,88.6,98.86082475,99.17969513,99.3573761,6.253430401,1998,33.13432836,5266.899,8.707900134,6030,60484.14565
Armenia,ARM,2005,YR2005,89.72,99.7,99.8,99.9,6.586656314,1773,28.06712047,4552.023,6.491173797,6317,70126.34605
Armenia,ARM,2006,YR2006,90.91,98.93645812,99.26573181,99.44974518,5.925896372,1825,30.71873422,5571.174,7.652835334,5941,72798.82236
Armenia,ARM,2007,YR2007,91.67,99.00966737,99.33103943,99.51089478,5.808758548,1856,31.46829434,5757.101,7.01726248,5898,82041.97885
Armenia,ARM,2008,YR2008,92.55,99.11652096,99.41564941,99.58393097,5.721859565,1799,31.17850953,5823.12,6.405167492,5770,90912.84509
Armenia,ARM,2009,YR2009,93.33,99.25750737,99.51981354,99.66871643,5.79058511,2023,35.67272086,6119.523,7.800556095,5671,78449.83006
Armenia,ARM,2010,YR2010,94.04,99.8,99.8,99.7,5.390734123,2563,39.48544138,6989.174,9.359817006,6491,74672.12228
Armenia,ARM,2011,YR2011,94.77,99.61313989,99.76715088,99.85617065,5.630539878,2492,33.5397039,6574.54,8.009615307,7430,82083.09323
Armenia,ARM,2012,YR2012,95.1,99.78736307,99.87887573,99.93225098,5.745630912,2326,28.94474863,5690.971,6.565711312,8036,86677.14326
Armenia,ARM,2013,YR2013,95.69,99.91388004,99.95405579,99.97767639,5.430581129,2177,28.23605707,5850.064,6.771217636,7710,86396.04151
Armenia,ARM,2014,YR2014,96.12,99.97781595,99.98897552,99.99558258,5.347381268,1996,25.75483871,6381.869,7.72473444,7750,82616.031
Armenia,ARM,2015,YR2015,96.62,100,100,100,5.382442932,2210,28.33696628,13445.59,15.79200384,7799,85141.75997
Armenia,ARM,2016,YR2016,96.9,100,100,100,..,..,..,..,..,..,..
Aruba,ABW,1990,YR1990,..,76.75690793,88.44535065,99.9854126,..,0,0,8.26657,0.268747069,338,3075.96657
Aruba,ABW,1991,YR1991,..,77.43146737,88.78084564,99.99336243,..,0,0,8.26657,0.234954768,339,3518.36657
Aruba,ABW,1992,YR1992,..,78.23446211,89.11582947,99.99815369,..,0,0,8.88775,0.238777584,341,3722.18775
Aruba,ABW,1993,YR1993,..,79.0683826,89.44775391,99.99976349,..,0,0,8.622835,0.195134319,531,4418.922835
Aruba,ABW,1994,YR1994,..,79.87819756,89.77355957,100,..,0,0,8.26657,0.18324054,564,4511.32157
Aruba,ABW,1995,YR1995,..,80.65717794,90.09018707,100,..,0,0,8.275705,0.173371733,616,4773.387705
Aruba,ABW,1996,YR1996,..,81.40079695,90.39458466,100,..,0,0,8.184355,0.167474285,642,4886.932355
Aruba,ABW,1997,YR1997,..,82.10271668,90.68367767,100,..,0,0,8.15695,0.160095867,675,5095.04095
Aruba,ABW,1998,YR1998,..,82.75881396,90.954422,99.99965668,..,0,0,8.35792,0.157875691,730,5293.98792
Aruba,ABW,1999,YR1999,..,83.36614511,91.20375061,99.99711609,..,0,0,8.385325,0.160927638,737.8,5210.618325
Aruba,ABW,2000,YR2000,..,84.35836284,91.660398,99.98864746,..,0,0,9.406765,0.175266081,776.6,5367.133765
Aruba,ABW,2001,YR2001,..,84.44182124,91.63809204,99.97144318,..,0,0,9.70252,0.180523335,808.3,5374.66252
Aruba,ABW,2002,YR2002,..,84.93015435,91.83371735,99.94694519,..,0,0,10.04186,0.181390903,824.7,5536.032855
Aruba,ABW,2003,YR2003,..,85.40189163,92.0230484,99.91992188,..,0,0,10.37415,0.184549671,841.8,5621.33215
Aruba,ABW,2004,YR2004,..,85.86461526,92.21216583,99.89533234,..,0,0,10.73385,0.187054711,865.8,5738.34785
Aruba,ABW,2005,YR2005,..,86.32564178,92.40711975,99.87765503,..,0,0,11.07738,0.18659945,910.5,5936.448375
Aruba,ABW,2006,YR2006,..,86.79247161,92.61398315,99.87138367,..,0,0,11.29796,0.189937227,909.5,5948.259955
Aruba,ABW,2007,YR2007,..,87.28009433,92.83882141,99.87138367,..,0,0,11.55298,0.190059132,936,6078.62398
Aruba,ABW,2008,YR2008,..,87.79542973,93.08616638,99.87953186,..,0,0,11.79183,0.193546026,913.6,6092.51983
Aruba,ABW,2009,YR2009,..,88.33014486,93.35454559,99.90148163,..,0,0,18.51272,0.299773816,924.3,6175.562715
Aruba,ABW,2010,YR2010,..,88.3834352,93.35629215,99.93228149,..,106.5,11.32737715,340.2333,5.464715906,940.2,6226.001605
Aruba,ABW,2011,YR2011,..,89.45592009,93.94237518,99.96323395,..,112.6,12.10102096,354.7885,5.661788374,930.5,6266.36809
Aruba,ABW,2012,YR2012,..,90.04422923,94.2558136,99.98558807,..,136.4,14.91525424,431.2133,6.855849569,914.5,6289.71356
Aruba,ABW,2013,YR2013,..,90.64546067,94.57826233,99.9964447,..,138.4,14.91218619,437.8701,6.889752984,928.1,6355.381695
Aruba,ABW,2014,YR2014,..,91.2520467,94.90672302,99.99958801,..,138.4,15.09927995,444.4195,6.927501542,916.6,6415.29269
Aruba,ABW,2015,YR2015,..,91.85620644,95.23818207,100,3.324540924,138.4,14.85616144,437.772,6.726747566,931.6,6507.92966
Aruba,ABW,2016,YR2016,..,92.45284437,95.57014465,100,..,..,..,..,..,..,..
Australia,AUS,1990,YR1990,..,100,100,100,7.416865313,14898,9.656030644,176729.7,8.009577159,154287,2206479.774
Australia,AUS,1991,YR1991,..,100,100,100,7.341423042,16590,10.59820105,181011.2,8.24547226,156536,2195279.958
Australia,AUS,1992,YR1992,..,100,100,100,7.448726037,16019,10.06686525,166746.4,7.516470972,159126,2218413.41
Australia,AUS,1993,YR1993,..,100,100,100,7.502966324,17220,10.54914357,197804.9,8.616993882,163236,2295520.952
Australia,AUS,1994,YR1994,..,100,100,100,7.206735771,17042,10.19447386,193855.2,8.259946779,167169,2346930.376
Australia,AUS,1995,YR1995,..,100,100,100,7.076343308,16631,9.62414282,199700.4,8.217805712,172805,2430093.957
Australia,AUS,1996,YR1996,..,100,100,100,7.25302834,16362,9.229727824,222351.3,8.86597056,177275,2507918.321
Australia,AUS,1997,YR1997,..,100,100,100,7.155548682,17507,9.587675727,233636.4,9.080242836,182599,2573019.293
Australia,AUS,1998,YR1998,..,100,100,100,7.029638073,16448,8.434050016,224253.2,8.595072694,195019,2609090.208
Australia,AUS,1999,YR1999,..,100,100,100,6.84048542,17398,8.544053588,225689,8.507273787,203627,2652894.519
Australia,AUS,2000,YR2000,100,100,100,100,6.704753755,17590,8.381618572,229780.2,8.423340659,209864,2727898.696
Australia,AUS,2001,YR2001,100,100,100,100,6.434317737,18162,8.098454953,230343.3,8.370281372,224265,2751918.242
Australia,AUS,2002,YR2002,100,100,100,100,6.412698828,17874,7.860918822,242362.3,8.738720713,227378,2773429.979
Australia,AUS,2003,YR2003,100,100,100,100,6.297904428,18619,8.440698866,198086.5,7.15106567,221905,2770027.701
Australia,AUS,2004,YR2004,100,100,100,100,6.149718709,18683,8.186650191,189019.8,6.680425721,229563,2829457.401
Australia,AUS,2005,YR2005,100,100,100,100,6.001137337,20103,8.803706639,188970,6.711974547,228347,2815415.921
Australia,AUS,2006,YR2006,100,100,100,100,6.068309792,21642,9.299307773,194878,6.853266823,232727,2843578.18
Australia,AUS,2007,YR2007,100,100,100,100,6.049090187,21013,8.648072467,203771,6.95158629,242979,2931287.788
Australia,AUS,2008,YR2008,100,100,100,100,6.048628654,19726,8.115257556,202271.6,6.789569274,243073,2979152.165
Australia,AUS,2009,YR2009,100,100,100,100,5.9604191,18602,7.497934259,211507.8,7.112827151,248687,2973610.851
Australia,AUS,2010,YR2010,100,100,100,100,5.863813454,21758,8.611879628,244814.1,8.109027293,252651,3019031.644
Australia,AUS,2011,YR2011,100,100,100,100,5.759660434,26474,10.42665228,254904.8,8.25618115,253907,3087441.947
Australia,AUS,2012,YR2012,100,100,100,100,5.488347892,26599,10.59265336,256741.7,8.247109347,251108,3113111.385
Australia,AUS,2013,YR2013,100,100,100,100,5.346124565,33110,13.26410839,290076.8,9.08848191,249621,3191696.951
Australia,AUS,2014,YR2014,100,100,100,100,5.150979283,37008,14.90671221,294879.7,9.278198457,248264,3178199.964
Australia,AUS,2015,YR2015,100,100,100,100,5.031155464,34405,13.63784109,296838.1,9.18050296,252276,3233353.35
Australia,AUS,2016,YR2016,100,100,100,100,..,..,..,..,..,..,..
Austria,AUT,1990,YR1990,..,100,100,100,4.360147231,32635,66.20212593,191963.7,25.13575415,49296,763707.7403
Austria,AUT,1991,YR1991,..,100,100,100,4.487398795,32649,65.06247384,202599.3,24.49579821,50181,827077.7635
Austria,AUT,1992,YR1992,..,100,100,100,4.223352417,36154,72.39632351,210211.6,26.13679158,49939,804274.6922
Austria,AUT,1993,YR1993,..,100,100,100,4.249310644,38049,74.06708065,215454,26.35780775,51371,817420.0301
Austria,AUT,1994,YR1994,..,100,100,100,4.138391191,36896,70.8027096,204638.3,25.67945465,52111,796895.0385
Austria,AUT,1995,YR1995,..,100,100,100,4.210651263,38904,70.50636123,214483.3,25.63008795,55178,836841.8416
Austria,AUT,1996,YR1996,..,100,100,100,4.370014462,35790,66.80479337,218014.6,24.03687734,53574,907000.5098
Austria,AUT,1997,YR1997,..,100,100,100,4.244695098,37819,67.91595582,220452.9,24.8710509,55685,886383.5343
Austria,AUT,1998,YR1998,..,100,100,100,4.168238629,39031,69.81040959,221765.6,24.40935442,55910,908527.1008
Austria,AUT,1999,YR1999,..,100,100,100,4.01507657,42348,70.67895053,242516.1,26.43831079,59916,917290.45
Austria,AUT,2000,YR2000,100,100,100,100,3.870489939,43435,72.54400909,242410.6,26.38785604,59874,918644.5449
Austria,AUT,2001,YR2001,100,100,100,100,4.035368616,42232,69.15682775,249324.5,25.48367904,61067,978369.3306
Austria,AUT,2002,YR2002,100,100,100,100,4.005342175,41895,69.01294765,242477.6,24.6848697,60706,982292.4041
Austria,AUT,2003,YR2003,100,100,100,100,4.206381086,35313,60.78282872,234549.3,22.57879408,58097,1038803.486
Austria,AUT,2004,YR2004,100,100,100,100,4.156259043,39772,64.20223413,244256.6,23.2193673,61948,1051952.006
Austria,AUT,2005,YR2005,100,100,100,100,4.176705531,41031,63.62677749,259451.4,24.17441742,64065,1073247.787
Austria,AUT,2006,YR2006,100,100,100,100,4.054619163,40807,65.51552516,280593,26.25426252,62099,1068752.169
Austria,AUT,2007,YR2007,100,100,100,100,3.86861903,43290,68.68702896,301383,28.60093207,62612,1053752.372
Austria,AUT,2008,YR2008,100,100,100,100,3.833557613,44674,69.23088844,312020,29.3561662,64540,1062877.209
Austria,AUT,2009,YR2009,100,100,100,100,3.763536484,47177,71.13969479,314198.5,30.51438899,66315,1029673.247
Austria,AUT,2010,YR2010,100,100,100,100,3.9477968,44980,66.21132275,332971.5,30.65921657,67933,1086040.471
Austria,AUT,2011,YR2011,100,100,100,100,3.729968116,40870,65.63142343,323991.8,30.98859372,62274,1045519.532
Austria,AUT,2012,YR2012,100,100,100,100,3.685536048,51209,74.52918061,349194.5,33.42653748,68726,1044662.494
Austria,AUT,2013,YR2013,100,100,100,100,3.726138543,50365,78.02478699,373423.7,34.68060041,64515,1076750.966
Austria,AUT,2014,YR2014,100,100,100,100,3.555638114,49944,81.05686835,363442.2,35.39427334,61595,1026838.993
Austria,AUT,2015,YR2015,100,100,100,100,3.608376708,47243,76.49077927,362355.8,34.39499175,61763,1053513.263
Austria,AUT,2016,YR2016,100,100,100,100,..,..,..,..,..,..,..
Azerbaijan,AZE,1990,YR1990,..,92.47360267,95.87023163,98.79302979,15.56773215,1658,7.161368348,4783.298,0.722062718,23152,662449.1031
Azerbaijan,AZE,1991,YR1991,..,93.0527272,96.16372681,98.87409973,15.53230593,1758,7.496801706,5088.901,0.804646398,23450,632439.4186
Azerbaijan,AZE,1992,YR1992,..,93.62489822,96.45671844,98.9546814,16.26152194,1747,8.83975105,5250.166,1.217250557,19763,431313.5015
Azerbaijan,AZE,1993,YR1993,..,94.18537464,96.74664307,99.03405762,18.94970765,2426,12.73423967,6883.952,1.983066048,19051,347136.799
Azerbaijan,AZE,1994,YR1994,..,94.72914458,97.03045654,99.11134338,21.41715,1829,10.40919697,5425.843,1.515961004,17571,357914.4177
Azerbaijan,AZE,1995,YR1995,..,95.25106347,97.30509186,99.18553162,22.81656074,1556,9.129312368,4979.55,1.366840065,17044,364311.0944
Azerbaijan,AZE,1996,YR1996,..,95.74630733,97.56748962,99.25559998,19.03631814,1538,9.000994908,4747.703,1.738902664,17087,273028.6805
Azerbaijan,AZE,1997,YR1997,..,96.20987663,97.81459045,99.32051086,17.33476474,1712,10.16868615,5238.54,1.989848785,16836,263263.2207
Azerbaijan,AZE,1998,YR1998,..,96.60495108,98.02761841,99.37937164,16.35894819,1951,10.84009334,5986.451,2.4843814,17998,240963.4447
Azerbaijan,AZE,1999,YR1999,..,94.45029311,97,99.43164825,14.16544041,1506,8.285651408,5020.936,2.143936114,18176,234192.4261
Azerbaijan,AZE,2000,YR2000,73.19,97.81641731,98.90822245,99.70492771,13.17761042,1534,8.203647254,5061.693,2.065646075,18699,245041.6391
Azerbaijan,AZE,2001,YR2001,76.11,97.60385812,98.59178162,99.5189209,12.14865925,1301,6.858197153,4307.28,1.752523491,18970,245775.8782
Azerbaijan,AZE,2002,YR2002,78.64,100,100,99.55766296,11.09453283,2020,10.80156141,6136.676,2.351898561,18701,260924.3486
Azerbaijan,AZE,2003,YR2003,80.9,98.14949352,98.90182495,99.59661865,10.49405336,2469,11.59917317,7880.069,2.944782106,21286,267594.2978
Azerbaijan,AZE,2004,YR2004,83.01,98.41482234,99.05349731,99.63859558,10.01398588,2755,12.67016188,8230.988,3.070784463,21744,268041.8668
Azerbaijan,AZE,2005,YR2005,84.79,98.68783867,99.21097565,99.68640137,8.319654598,3009,13.15582371,9587.977,3.365196156,22872,284915.8431
Azerbaijan,AZE,2006,YR2006,86.11,99,99.5,99.8,6.096061348,2518,10.25954447,8259.265,2.86158685,24543,288625.3479
Azerbaijan,AZE,2007,YR2007,87.67,99.28658521,99.56214142,99.80857086,4.462594036,2364,10.82070765,9854.355,3.78869995,21847,260098.5861
Azerbaijan,AZE,2008,YR2008,89.21,99.58736888,99.74180603,99.8788147,4.431084492,2232,10.31280322,9358.42,3.086307459,21643,303223.8402
Azerbaijan,AZE,2009,YR2009,90.38,99.82209111,99.88473511,99.93986511,3.62863822,2310,12.24295103,8471.498,3.269144729,18868,259134.994
Azerbaijan,AZE,2010,YR2010,91.38,99.95059359,99.96567535,99.97883606,3.358711178,3447,18.42330305,11887.45,4.449734285,18710,267149.6597
Azerbaijan,AZE,2011,YR2011,92.25,99.9,99.9,99.9,3.639166761,2676,13.1861634,10342.24,3.556332586,20294,290811.946
Azerbaijan,AZE,2012,YR2012,92.96,99.99989708,99.99971008,99.99954987,3.88132061,1821,7.921524274,8506.983,2.845521872,22988,298960.3799
Azerbaijan,AZE,2013,YR2013,93.71,100,100,100,3.719211335,1558,6.67123405,7877.251,2.52609484,23354,311835.1249
Azerbaijan,AZE,2014,YR2014,94.44,100,100,100,3.762405728,1392,5.629246199,6999.005,2.116818616,24728,330637.9181
Azerbaijan,AZE,2015,YR2015,95.1,100,100,100,3.730140783,1738,7.039857421,7681.284,2.310757686,24688,332414.0842
Azerbaijan,AZE,2016,YR2016,95.54,100,100,100,..,..,..,..,..,..,..
"Bahamas, The",BHS,1990,YR1990,..,82.02916466,90.79119873,93.00390625,4.3429759,0,0,0,0,950,15588.9
"Bahamas, The",BHS,1991,YR1991,..,83.34839824,91.3105011,93.29268646,4.137246103,0,0,0,0,1135,17020.6
"Bahamas, The",BHS,1992,YR1992,..,84.69108117,91.8292923,93.58128357,4.327688999,0,0,0,0,1165,16783.64
"Bahamas, The",BHS,1993,YR1993,..,86.04704966,92.34502411,93.86885834,4.092933523,0,0,0,0,1217,16124.54
"Bahamas, The",BHS,1994,YR1994,..,87.40595549,92.85463715,94.15437317,3.937550817,0,0,0,0,1278,15977.1
"Bahamas, The",BHS,1995,YR1995,..,88.75522343,93.35507202,94.43679047,3.758468316,0,0,0,0,1304,16004.04
"Bahamas, The",BHS,1996,YR1996,..,90.08269973,93.84327698,94.71508789,3.578945661,0,0,0,0,1340,16019.86
"Bahamas, The",BHS,1997,YR1997,..,91.37587796,94.316185,94.98822784,2.899915275,0,0,0,0,1414,12064.5
"Bahamas, The",BHS,1998,YR1998,..,92.62067749,94.77072906,95.25518799,3.370853312,0,0,0,0,1532,16508.54
"Bahamas, The",BHS,1999,YR1999,..,93.80354083,95.20387268,95.51493835,3.137042988,0,0,0,0,1607.4,16832.6
"Bahamas, The",BHS,2000,YR2000,100,94.91651664,95.61405182,95.76707458,3.00075257,0,0,0,0,1704.8,16828.3
"Bahamas, The",BHS,2001,YR2001,100,96.065547,96.065547,96.065547,2.768690916,0,0,71.655,0.449767772,1769.5,15931.555
"Bahamas, The",BHS,2002,YR2002,100,96.97014783,96.38525391,96.25788879,2.71018851,0,0,65.537,0.415960383,1886.2,15755.587
"Bahamas, The",BHS,2003,YR2003,100,97.93931788,96.75839996,96.50218964,2.670320762,0,0,265.0635,1.688629142,1995.1,15696.9635
"Bahamas, The",BHS,2004,YR2004,100,98.89765803,97.13132477,96.74951172,2.999904553,0,0,268.3461,1.704699774,1979.7,15741.54605
"Bahamas, The",BHS,2005,YR2005,100,99.86622971,97.51009369,97.00267029,3.01412853,0,0,270.5385,1.836391251,2085,14732.07302
"Bahamas, The",BHS,2006,YR2006,100,100,97.90076447,97.26448059,2.821683474,0,0,285.5391,2.168172692,2121,13169.57367
"Bahamas, The",BHS,2007,YR2007,100,100,98.32530212,97.53775024,2.844703351,0,0,514.05,3.706604608,2246,13868.48759
"Bahamas, The",BHS,2008,YR2008,100,100,98.753685,97.82454681,2.566425474,0,0,277.7229,2.146393822,2251,12939.04675
"Bahamas, The",BHS,2009,YR2009,100,100,99.18226624,98.13186646,2.969592083,0,0,277.7504,1.915094489,2140,14503.22172
"Bahamas, The",BHS,2010,YR2010,100,100,99.56098938,98.4405365,2.937502917,0,0,276.444,1.65566802,1804.6,16696.82549
"Bahamas, The",BHS,2011,YR2011,100,100,99.82565308,98.75813293,3.26212884,0,0,280.9917,1.426272685,1753.6,19701.12048
"Bahamas, The",BHS,2012,YR2012,100,100,99.95579529,99.08158875,3.388623521,0,0,278.4185,1.18468573,1749.5,23501.46482
"Bahamas, The",BHS,2013,YR2013,100,100,99.99473572,99.39871979,4.739870953,0,0,282.2426,0.843903144,1885,33444.90443
"Bahamas, The",BHS,2014,YR2014,100,100,100,99.6763382,4.027368648,0,0,280.9114,1.088802769,1853,25800.02623
"Bahamas, The",BHS,2015,YR2015,100,100,100,99.87460327,4.033472108,0,0,310.333,1.210512884,2117,25636.48881
